     224	     160	      64	      64	     160	       0	      64
     224	     160	      64	      64	     128	       0	       0
     240	     192	      96	      64	      64	       0	       0
     230	     128	       0	       0	      64	       0	       0
     192	      64	       0	       0	       0	       0	       0
     192	       0	     128	       0	       0	       0	       0
     224	       0	       0	       0	       0	       0	       0
     224	     128	       0	       0	     128	       0	       0
