246	0 	0 	203 251 	246 	10 128 128 53 5 10	0			0			0				0				0			0	 
 0 	0 	0		0 	0 		0 		10 128 128 53 5 10	0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	251 	246 	10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	251 	246 	10 128 128 53 5 10  0     0     0       0       0     0  
 0 	0 	0 	0 	0 		0 		10 128 128 53 5 10  0     0     0       0       0     0  
 0 	128 128 0 	0 		0 		10 128 128 53 5 10	0     0     0       0       0     0  
 0 	0  128 	0 	0 		0 		10 128 128 53 5 10	60    248   0       0       0     0  
 0 	0  128 	0 	0 		0 		10 128 128 53 5 10	248   232   0       0       188   0  
 0 	0  128 	0 	0 		0 		10 128 128 53 5 10	248   240   0       248     0     0
 0	0  128 	0 	0 		0 		10 128 128 53 5 10	248   248   240     248     0     248
