251	0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251	208	212	0	124	0		47	0		17	0		6	0		63	0
251	0		212	0	124	0		47	0		17	0		6	0		63	0
251	0		212	0	124	0		47	0		17	0		6	0		63	0
251 0		212	0	124	0		47	0		17	0		6	0		63	0
251	220	212	0	124	0		47	0		17	0		6	0		63	0
251	247	212	24 124	8	47	0		17	0		6	0		63	0
251 62	212	8	124	8		47	0		17	8		6	0		63	0
251	0		212	8	124	16	47	0		17	0		6	0		63	0
251 252	212	0	124	12	47	16	17  8		6	0		63	16	
